GEOID,County,PM2.5,Ozone,drinkw,pest,toxr,dieselpm,Traffic,Lead,cleanup,groundw,hazard,impwater,solidw,pollutionb,Asthma,lowbirth,cardiod,Education,lingisol,Poverty,Unemployment,houseburd,tpop,ageu10pop,age1064pop,age65pop,phisp,pwhite,pblack,pnative,pasian,urbid
6073012303,San Diego,10.22968255,0.042,338.5,0,729.0650024,0.445,1293.429049,34.15,0,0,0.485,8,0.7,40.87,40.92,5.03,8.91,16.8,9.1,26.6,18.1,High,3242,5.8,68.38,25.82,56.57,30.57,3.3,0.65,6.66,0
6041112100,Marin,8.397059009,0.032,197.96,0,397.3063304,0.174,1427.373671,75.39,23.5,17.3,1.94,11,8,52.58,31.47,5.04,10.39,11.5,5.6,26.5,3,Middle,4512,13.36,71.5,15.14,32.51,60.48,0.64,0,2.9,0
6085512506,Santa Clara,6.430702689,0.043,364.21,107.8,7.207036667,0.241,516.415003,54.72,6,10.75,0.31,0,0,35.58,59.06,5.25,17.01,21.3,8.2,26.6,5.7,Middle,7227,16.99,78.46,4.55,71.94,17.2,0.53,0.86,6.72,0
6075026401,San Francisco,8.755992608,0.032,258.79,0,291.0896606,0.191,395.3578437,72.44,10.4,0.3,0.3,9,0.8,36.01,67.98,7.05,10.43,26.7,12.7,22.2,5.4,Middle,3738,10.35,71.29,18.35,11.53,3.4,9.6,0,74.34,1
6037189800,Los Angeles,11.74297298,0.05,787.94,0,1407.50765,0.156,1295.247482,55.23,9,9.3,0.235,0,0,49.42,27.24,4.15,13.36,0,7.4,29.4,8.8,High,3833,6.21,77.85,15.94,15.24,71.51,5.5,0,2.32,1
6037501802,Los Angeles,11.94722225,0.05,477.32,0,2581.203288,0.185,1135.174669,76.57,0,12.3,0.235,0,3.5,51.52,55.62,4.17,15.7,5.6,1.3,23.7,1.8,Middle,3311,13.38,72.61,14.01,76.29,17.61,3.93,0,1.12,0
6111003011,Ventura,8.936999328,0.042,663.99,0,281.6586711,0.058,710.2910564,56.37,3.5,3,0.02,4,0,31.37,45.35,7.04,12.25,24.8,13.2,46.9,9,High,5539,16.7,73.28,10.02,81.87,11.05,1.17,0,4.85,1
6071002703,San Bernardino,11.95608693,0.07,806.39,0,830.9520059,0.043,429.3948683,19.6,6,31.35,0.16,0,0.7,43.1,48.73,6.46,17.64,15.3,2.8,22.5,2.9,Low,5670,12.87,78.54,8.59,62.52,21.02,13.9,0,2.36,0
6001437701,Alameda,8.71102385,0.036,186.66,0,607.9113261,0.137,976.8243304,69.95,0,7,0.1,0,0,27.7,104.45,8.39,20.87,29.4,17,37.9,3.4,Middle,3773,15.56,79.62,4.82,59.13,9.28,12.88,1.38,15.13,1
6071011401,San Bernardino,5.899619649,0.07,279.18,0,4.6518733,0.028,226.5161402,44.78,4,2,0.1,10,5,30.7,54.18,8.26,21.05,12.9,3.1,42.7,7.1,High,4507,13.96,69.4,16.64,36.12,58.15,0.18,0.47,1,0
6073020601,San Diego,8.18472333,0.047,342.91,0,18.9457337,0.226,562.9454132,67.56,0,9,0.345,12,2.5,40.03,43.15,3.92,12.21,28.4,10.6,45,5.6,High,6234,13.83,81.54,4.64,73.4,17.48,1.27,0.4,2.86,0
6073008505,San Diego,9.306631138,0.045,312.86,2.36,149.6060359,0.301,1458.697825,58.15,0.6,10,0.41,14,8.1,53.7,40.95,5.13,10.43,11.6,6.6,20.1,2.7,Middle,6388,11.08,75.58,13.34,28.69,43.68,3.15,0,21.32,1
6013303203,Contra Costa,8.700571699,0.044,478.81,84.14,187.8930003,0.147,1129.056581,17.43,16.5,18,0.5,9,0,49.29,57.94,5.15,15.7,5.5,2.3,14,4.1,Middle,10070,12.74,71.61,15.65,23.34,48.7,9.04,1.09,12.51,0
6059110014,Orange,11.70657974,0.043,564.3,0,5158.963216,0.078,1326.248391,46.63,34,40.2,0.875,6,1.6,57.71,31.27,3.14,11.46,12.8,2.4,29.1,4.6,High,5274,13.5,75.92,10.58,33.83,36.95,8.04,0.09,15.87,0
6037183402,Los Angeles,11.74162162,0.053,488.79,0,1377.207662,0.172,1107.102855,63.02,0,0,0.27,0,1.95,44.27,34.78,4.57,9.76,18.1,11.7,37.5,6.2,Middle,3006,8.48,79.47,12.04,38.32,22.95,2.73,0.2,31.1,1
6059099248,Orange,11.83576349,0.047,409.36,0,3670.313314,0.109,1285.244482,45.86,0.1,0,0.125,0,0.2,36.48,37.61,5.56,9.77,42.1,26.5,63,2.9,High,5636,12.62,73.58,13.8,69.36,5.07,0,0.25,25.12,1
6001436700,Alameda,8.760743683,0.035,186.66,0,613.0449829,0.889,3213.706778,66.06,15.75,2,0.14,0,0,38.79,79.66,5.38,15.1,13.2,10.9,27.2,1.6,Middle,3265,11.64,76.48,11.88,48.45,20.12,5.94,0,21.75,1
6065043312,Riverside,9.02275424,0.064,572.58,0,153.7399355,0.048,680.0038613,52.56,0,0,0.05,0,0,28.2,69.67,7.62,17.13,27.8,3.2,62.4,14.1,Middle,4559,19.11,72.8,8.09,73.72,19.35,2.65,0,2.37,0
6059099226,Orange,11.57942036,0.046,288.18,0,4014.903239,0.082,1031.440481,45.41,3.5,3,1.19,0,0.5,40.61,31.23,6.37,12.39,15,14.3,14.8,5.8,Middle,3772,7.26,70.73,22,10.52,27.2,0,0.24,62.04,0
6089011702,Shasta,8.410844832,0.048,136.23,0.13,1.934020033,0.176,343.212847,40.35,10,15,0.285,0,5.25,34.52,66.5,4.07,22.42,14.8,0.7,54.9,9.7,Middle,3479,15.18,68.58,16.24,9.74,83.41,1.52,3.45,0.03,0
6001430900,Alameda,8.732159198,0.035,110.41,0,395.203654,0.227,773.1136642,67.56,13,25.5,0.425,0,0,37.24,61.37,3.96,13.64,15.2,12.2,30.6,6.9,High,5309,17.07,68.56,14.37,21,42.12,9.68,0.85,19.13,0
6037267502,Los Angeles,11.67808355,0.048,545.64,0,1561.141012,0.343,1156.515083,50.01,11.75,24.1,0.525,0,10.4,58.11,23.21,3.46,9.69,12,15.9,26.2,5.8,Middle,3632,9.77,81,9.22,25.17,48.1,1.84,0.55,18.42,1
6111003300,Ventura,8.926495026,0.041,663.99,0,317.0076701,0.161,926.7266137,65.55,4,18,0.11,0,0,37.91,57,5.02,13.91,23.3,4.6,36.5,7,Middle,8956,16.51,74.32,9.17,78.32,17.01,0.98,0.21,1.35,1
6071002109,San Bernardino,13.52538693,0.064,796.65,0,2196.74172,0.602,2497.23209,12.4,0,0,0.395,4,0.4,53.91,32.25,4.25,11.79,3.7,4.2,34.8,4.5,High,6121,9.05,85.31,5.64,30.26,26.81,17.71,0,20.58,1
6067005510,Sacramento,9.17763289,0.047,547.36,0,166.0136668,0.154,525.820348,46.52,0,0,0.19,7,0,32.24,79.78,6.03,10.61,8.9,5.2,57.4,13.4,High,5522,19.5,72.71,7.79,33.52,40.24,13,0.62,8.4,1
6023010901,Humboldt,6.436384066,0.033,309.99,8.07,18.6084665,0.045,162.995892,49.18,0,5,0.35,4,11.5,29.71,95.48,6.71,30.24,16.6,2.6,45.8,6.4,Middle,4655,16.15,63.37,20.47,26.87,65.33,0.79,1.22,1.46,2
6037901009,Los Angeles,7.562171366,0.062,441.8,0,3300.614583,0.114,793.4442719,37.97,0,0,0.735,0,0,35.08,60.26,6.14,13.9,14.6,4.7,29.9,9.7,Middle,5388,11.14,75.33,13.53,27.02,45.51,19.58,0.26,5.12,0
6071000113,San Bernardino,12.55867683,0.054,877.47,0,979.1916707,0.126,809.6873993,42.05,9.7,5,0.3,5,0,50.47,27.52,5.11,12.81,12.1,6.2,26.2,6.3,Low,12332,13.7,73.69,12.6,47.32,22.73,1.48,0.11,24.56,0
6115040600,Yuba,8.498994848,0.045,296.32,466.1,22.23143323,0.206,698.9396755,52.03,1,8.5,0.11,0,0,33.3,44.37,4.78,24.72,30.7,10.2,45.9,7.4,Middle,5702,17.1,69.96,12.94,42.9,43.91,3.1,0.81,3.53,0
6037403902,Los Angeles,12.01590576,0.06,817.22,0.02,1252.322296,0.209,1491.465185,61.58,0,0,0.045,0,0,46.24,50.28,3.13,13.69,13.4,5.7,19.3,8.7,Middle,5140,13.93,70.76,15.31,40.08,43.58,6.21,1.17,7.51,0
6037501503,Los Angeles,11.94985769,0.051,477.32,0,2469.450317,0.079,542.2895868,73.23,0.8,0,0.22,0,0.7,39.66,56.32,5.59,21.16,8.7,3.4,35.6,2.4,Middle,5280,11.72,78.81,9.47,72.99,20.78,0.64,1.5,2.01,0
6037406412,Los Angeles,12.13729695,0.057,756.45,0,1632.76235,0.198,567.7180432,51.69,0,0,0.06,3,3,45.75,45.89,3.75,14.16,12.5,12.2,20.1,5.4,Middle,2123,9.51,69.01,21.48,50.45,21.62,1.65,0,25.44,0
6073003112,San Diego,10.33816445,0.043,312.86,0,359.4794312,0.089,354.4057552,47.63,0,0,0,13,0,27.01,99.83,8.23,15.51,26.3,18.7,34.2,9.7,Middle,4456,12.77,73.9,13.33,42.68,10.05,21.72,4.02,20.76,1
6075022901,San Francisco,8.592444288,0.032,258.79,0,329.5906677,1.038,630.9349986,72.87,0,29.8,0.92,0,1.25,38.61,64.8,4.74,10.78,24.7,15.2,32,5.9,Middle,4856,11.86,82.76,5.37,55.81,32.08,1.81,0,7.27,1
6013313205,Contra Costa,8.812921984,0.043,281.21,0,1420.943319,0.219,1574.50455,14.73,0.5,3.5,0.035,0,1.75,31.03,135.71,7.79,20.32,14.4,4,15.5,7.9,Middle,1696,9.55,84.02,6.43,42.63,19.52,12.97,0,18.22,0
6037137402,Los Angeles,10.8917272,0.058,663.27,0.15,536.1453349,0.177,2550.160297,36.32,0,16.5,0.235,8,0,50.76,30.76,5.19,11.37,4.2,9.6,18.2,5.1,Middle,5365,11.54,63.93,24.53,14.11,74.93,3.09,0,5.03,1
6037106020,Los Angeles,10.75629213,0.069,766.52,0,296.7216644,0.097,1037.527848,71.34,0.25,0,0.1,0,0,39.45,55.74,4.49,11.89,26.3,7.4,30.3,5.9,Middle,5420,7.95,77.51,14.54,77.25,19.48,1,0,1.31,1
6071003603,San Bernardino,12.21642067,0.07,806.39,0,1910.338674,0.105,515.7447633,17.71,0,0,0.095,0,0,36.65,65.94,5.72,19.17,29,1.3,23.4,7.8,Low,3938,13.23,77.25,9.52,74.76,14.14,9.04,0,0.58,0
6085500600,Santa Clara,8.846946085,0.04,291.53,0,193.982666,0.339,627.1892495,40.15,18.7,112.85,1.86,4,0,42.53,48.09,6.93,12.16,5.9,9.7,23.1,5.7,Low,5884,9.77,79.21,11.01,17.95,43.81,5.81,0.37,20.12,1
6079011103,San Luis Obispo,7.745331562,0.037,726.11,51.42,47.05557457,0.12,1565.382031,37.4,15.75,47.5,1.28,8,2.5,55,39.38,4.74,8.46,11.9,7.9,28.6,0.8,Middle,2973,10.66,66.36,22.97,32.76,60.75,2.12,0.27,3.36,1
6001432300,Alameda,8.36621784,0.032,110.41,0,511.7386678,0.656,819.8667512,55.1,42.35,48.75,0.085,2,0.2,38.67,76.34,4.9,13.25,16.9,11.8,16.3,6.2,Middle,4744,8.87,80.73,10.39,33.05,19.08,11.42,0.34,30.06,0
6037141303,Los Angeles,11.80268144,0.058,726.64,0,1066.889038,0.6,5552.818695,32.39,0,0,0.175,9,0,50.16,44.02,2.95,18.35,3.1,4.9,17.9,4.5,High,3477,6.96,77.8,15.24,13.83,68.85,3.6,0.23,7.54,1
6013302006,Contra Costa,8.628832554,0.044,313.91,7.23,147.1046651,0.107,484.3347652,19.38,9.25,25,2.185,16,0,42.29,77.78,5.6,19.57,12.1,2.5,18.2,3,Low,3775,15.15,78.81,6.04,35.07,47.23,6.12,0,7.5,0
6037702002,Los Angeles,11.69229641,0.047,417.8,0,1642.205383,0.306,978.7354911,46.84,31.35,12.5,0.34,6,0,51.92,32.98,4.96,11.47,5.1,4,23.7,5.4,Middle,6443,7.87,78.26,13.88,20.3,62.86,6.84,0,4.89,0
6011000300,Colusa,6.812457373,0.044,217.26,688.38,0.978438333,0.019,176.4637213,49.63,4,22.5,0.25,13,7,38.49,37.67,5.81,17.39,33.4,10.4,40.4,2.7,Low,5963,17.11,71.71,11.19,74.48,20.17,0.15,1.21,3.22,2
6109005100,Tuolumne,8.573984119,0.057,687.92,0.09,8.503056867,0.022,338.8883877,31.04,15,48.3,0.385,4,14.5,45.41,57.91,3.36,17.61,7.7,0,38.9,9.4,Middle,8502,9.09,63.81,27.1,12.56,84.73,0.02,1.58,0.11,2
6067007423,Sacramento,8.863497637,0.05,506.59,0,70.49253337,0.129,717.7184294,42.95,4,0,0.01,0,0,27.72,83.04,5.56,15.73,21.2,10.9,69.1,10.5,High,5710,21.37,72.43,6.2,22.77,41.59,23.96,0.44,2.63,0
6037401800,Los Angeles,12.95667922,0.064,818.29,1.42,582.7726745,0.317,1415.861276,31.13,0.1,1.5,0.53,1,4.25,57.71,32.39,6.21,11.94,2.3,4,19.7,2.9,Middle,7927,9.17,70.83,19.99,25.62,49.97,4.25,0.21,9.76,0
6023000500,Humboldt,6.621304945,0.027,182.43,0,22.7326997,0.215,566.9065569,54.98,9,47.55,0.32,2,0.4,30.36,104.29,4.69,22.42,14.1,4.6,52.4,14.8,Middle,4450,8.72,71.82,19.46,16.7,65.96,6.7,3.53,2.11,2
6067009618,Sacramento,8.61943341,0.044,415.53,5.74,64.00640103,0.119,1413.030535,24.74,0,0.3,0.31,4,0.5,34.98,52.65,7.11,17.13,14.6,5.5,28.6,5.1,Middle,5274,14.13,73.38,12.5,23.23,22.81,21.41,0,26.24,0
6067008907,Sacramento,8.757023606,0.051,703.85,0,52.330467229999996,0.152,725.6985904,47.83,12,13,0.03,5,0,39.41,69.64,3.03,18.23,16.1,5.1,39.4,7.4,Middle,5458,13.7,73.58,12.72,22.9,57.62,6.08,0.29,7.71,0
6111005004,Ventura,8.945861112,0.043,522.72,10066.54,596.7220052,0.249,2162.141243,30.41,3,3,0.55,4,0,50.1,44.99,4.07,12.15,14.2,11.7,19.2,2.6,Middle,9833,12.93,80.27,6.8,52.22,27.62,2.9,0.37,11.84,1
6073010001,San Diego,12.10661038,0.043,301.38,0,1190.697734,0.187,1233.443066,26.21,0.5,4.5,0.6,2,11.5,44.87,36.98,5.67,8.77,27.5,9.6,17.3,8.4,Middle,4991,12.1,74.35,13.54,65.38,15.35,4.11,0.18,12.92,1
6007003300,Butte,7.687266359,0.053,766.08,367.4,0.735295667,0.019,141.0016199,34.96,31.7,10.75,0.01,12,10,45.88,43.68,4.66,16.37,16.5,0,33.8,6.3,Low,4083,6.78,70.68,22.53,12.52,73.33,0.44,3.33,5.46,0
6061021003,Placer,8.201652082,0.052,75.83,0,31.85266683,0.202,1608.582609,41.06,10.5,41.25,0.32,8,12.5,47.73,43.09,4.09,18.81,3.1,0.4,24,6.7,Middle,6764,12.6,73.12,14.28,17.93,69.5,1.94,0.59,6.12,1
6037119310,Los Angeles,11.66547916,0.067,726.64,0,601.2849986,0.093,801.9608994,33.61,18,0,0.11,0,0,40.6,44.49,3.75,8.92,30.8,26.1,49.8,5.1,High,4087,9.69,75.07,15.24,65.72,14.02,4.26,0.15,15.86,1
6081600700,San Mateo,8.541729257,0.034,524.22,0.11,212.557663,0.408,1755.557849,68.76,0,14.5,0.2,0,0,39.92,51.73,5.76,11.03,17.8,18.6,18.9,4.7,Middle,7466,7.63,75.57,16.8,30.66,8.84,3.56,0.23,55.02,0
6077004600,San Joaquin,9.743431549,0.048,1132.74,1003.8,23.99203367,0.074,560.2702509,52.49,1.1,69.8,0.295,12,6.5,56,30.13,5.94,10.18,23.8,1.1,35.5,2.3,Low,6061,11.17,66.54,22.29,35.59,59.59,0.35,0.38,2.26,0
6067007016,Sacramento,8.720374382,0.048,381.85,66.48,151.4969991,0.111,1323.568228,24.06,0,0.3,0.01,6,0,33.91,65.06,6.2,17.38,14,9.6,36,3,Middle,6040,18.38,71.44,10.18,19.78,26.84,13.69,0,34.37,0
6037124000,Los Angeles,11.54776039,0.058,726.64,0,1083.012696,0.163,1744.446736,42.53,0,0,0.22,6,0,45.37,40.05,3.66,17.42,11,6.2,18.2,7.1,Middle,5219,13.83,69.63,16.54,13.95,72.7,2.28,0,5.23,1
6103000600,Tehama,6.794779524,0.051,520.07,2016.17,0.210856667,0.086,709.3046323,59.84,7.7,0.75,0.025,5,0,37.72,83.49,2.12,25.68,10.2,0.5,51.8,5.8,High,5645,14.58,65.78,19.65,23.49,70.89,1.91,0.5,0.8,2
6065043404,Riverside,9.655810522,0.065,560,0,232.079127,0.048,324.4914702,31.61,0,0,0.1,0,0,25.71,105.4,7.94,23.62,22.3,3.7,56.2,16.1,High,2689,3.76,57.9,38.34,42.66,48.53,5.95,0,0.82,0
6029003123,Kern,15.39993114,0.065,528.97,0.03,252.678332,0.144,555.8723538,6.35,3.5,1.25,0.56,0,0,40.16,49.73,4.97,16.98,21.4,5,29.1,7.8,Low,18877,13.9,78.08,8.02,44.75,30.51,5.19,0.11,16.22,1
6001422100,Alameda,9.090429362,0.029,110.41,0,846.2783611,0.31,637.3234915,57.07,11.75,105.8,2.115,12,0.2,46.82,73.51,4.72,12.12,6.1,1,20.6,5.4,Middle,3073,8.07,79.11,12.82,20.89,47.02,12.82,0.81,12.2,1
6037269800,Los Angeles,11.81592791,0.046,440.64,0,1895.247335,0.386,2501.499402,51.32,3.4,15,0.8,0,0,51.39,33.03,5.93,11.34,3.3,5.7,23.4,2.7,Middle,3046,5.68,86.84,7.49,14.38,47.08,7.35,0,27.74,1
6037462100,Los Angeles,11.39637285,0.058,634.13,0,983.3429873,0.09,755.9247179,78.55,0,1.75,0.33,0,0.4,41.49,38.2,4.8,10.39,20.4,16.9,41.1,3.7,High,5748,11.88,76.79,11.33,61.01,20.41,8.04,0,7.86,1
6077005308,San Joaquin,9.261641931,0.05,291.37,0.51,132.5236638,0.167,1024.844677,37.3,2,22.5,0.385,0,0,38.51,90.96,2.99,16.66,15.5,4.9,33.9,9,Middle,4818,13.39,73.64,12.97,44.44,37.96,1.54,0.15,12.39,0
6037192410,Los Angeles,11.92386634,0.048,787.94,0,1550.429688,0.286,1111.217214,54,0.9,3,0.295,0,0,46.39,52.31,4.01,13.45,6.4,6.3,29.4,5.3,Middle,3700,5.59,80.59,13.81,21.08,45.46,4.54,0,22.49,1
6037910505,Los Angeles,8.177589066,0.062,289.8,0,5074.639852,0.08,667.5921634,33.56,0,0,0.05,1,0,27.13,125.16,6.51,23.3,31.4,7.9,39.4,5.1,High,3217,15.95,76,8.05,74.35,14.14,2.42,5.41,1.8,0
6079012401,San Luis Obispo,8.151778021,0.035,791.04,6579.54,46.98964437,0.105,984.2004664,34.51,2,12,0.05,3,8,43.72,44.41,5.17,12.56,29.2,7.4,22,4.1,Middle,6720,8.02,78.38,13.6,56.86,37.32,0.88,0,2.44,0
6071001808,San Bernardino,14.55483684,0.06,796.65,0,1537.316691,0.121,3351.783366,11.19,3.5,4.1,0.495,0,1.8,52.64,54.05,3.21,18.37,12,2.2,20.2,3.5,Middle,4644,9.32,82.17,8.51,66.84,17.81,9.54,0.02,2.95,1
6037460302,Los Angeles,11.4315396,0.06,664.94,0.21,1117.841309,0.041,255.9613644,61.99,1.2,3.75,0.05,0,2,40.47,39.01,6.58,9.23,15.9,7.5,23.6,7.2,Middle,4221,13.53,68.44,18.03,47.69,19.24,27.62,0,3.32,0
6073013000,San Diego,10.48157262,0.041,338.5,0,925.6046955,0.126,829.9025448,72.88,0.4,8,1.155,5,0,41.2,43.99,4.41,9.04,22,6.5,41.2,13.1,Middle,6061,15.9,70.35,13.74,68.85,20.36,4.29,0,4.97,0
6059110111,Orange,11.79361551,0.044,631.37,0,3750.959961,0.183,690.3738125,43.23,7.1,14.5,0.215,6,5.2,52.17,29.5,5.52,9.74,6.5,7.7,21.1,4.9,Middle,6189,10.65,75.8,13.56,22.38,29.04,6.29,0,39.44,0
6067009317,Sacramento,8.705730896,0.046,616.77,0,72.06753287,0.15,1061.197887,33.13,0,1.8,0.32,4,0,32.8,71.42,7.79,16.43,14.8,4.1,24.2,8.4,Middle,6300,13.79,75.08,11.13,28.22,27.75,10.81,0.05,27.08,0
6067008911,Sacramento,8.989341936,0.049,469.9,0,55.27579883,0.115,390.0017254,54.09,2,17,0,5,0,32.93,43.19,7.49,11.79,15.3,10.1,57.4,5.9,High,2648,22.51,72.58,4.91,27.27,39.73,16.2,0.34,5.74,0
6071008704,San Bernardino,10.05851933,0.073,628.11,0.17,306.2403259,0.362,1171.064108,43.18,0.5,0,0.4,0,0,44.88,38.7,6.16,16.36,9.7,0.8,29.1,3.7,Middle,8118,12.47,74.46,13.07,33.96,59.61,0.42,0.52,4.57,0
6073008511,San Diego,8.826684714,0.045,312.86,0.23,185.4671326,0.503,1531.121342,15.83,47.65,52.25,7.535,0,26,54.59,44.53,5.38,8.96,6.2,7,13.7,2.7,Middle,4989,4.27,89.34,6.39,28.74,41.63,2.39,0,24.84,1
6085502002,Santa Clara,8.703949252,0.04,291.53,0,198.9810028,0.432,1997.450522,65.3,7.1,52.25,0.21,2,0,43.12,37.5,5.47,10.38,27.4,10,31.2,0.5,High,6052,12.69,81.49,5.82,63.98,21.36,3.57,0,7.83,1
6037900506,Los Angeles,7.186038709,0.062,441.8,0,8457.913533,0.062,479.4449509,33.41,0,0,0.08,0,0,27.06,154.47,7.68,23.65,16.9,3.2,39.4,7.7,High,4188,16.6,74.79,8.62,44.7,16.26,34.98,0.67,0.29,0
6037431502,Los Angeles,11.90510187,0.059,542.34,0,1749.508362,0.099,580.3985743,69.91,12,14.4,0.51,8,5.7,59.42,18.11,4.73,5.25,9.8,18.6,35.7,2.8,Middle,4273,11.87,72.76,15.38,25.65,24.81,0.98,0.09,45.52,0
6037111301,Los Angeles,11.6206873,0.066,726.64,0,498.2516785,0.07,603.7994644,49.5,0,0,0.555,3,7.5,45.95,27.86,6.55,8.22,13.4,13.5,35.8,1.8,Middle,7552,11.32,75.54,13.14,29.66,32.68,5.87,0,27.66,1
6037300902,Los Angeles,11.44387729,0.056,685.63,0.02,1144.86731,0.093,5386.757748,53.59,0,3.75,0.185,0,9.5,50.15,32.12,6.03,13.39,5.6,6.6,7.8,6.4,Low,1981,10.75,66.48,22.77,15.6,65.27,0,0,14.79,1
6065043216,Riverside,9.119722136,0.056,358.79,0,13.42189977,0.098,1766.975358,29.16,1.75,0,0.62,8,0,36.62,37.94,6.09,22.52,11.7,1.3,25.5,5.7,High,6105,14.25,74.89,10.86,31.15,55.17,4.54,0,6.39,1
6059086303,Orange,12.09518235,0.048,471.41,0,5183.376628,0.431,1854.536969,24.35,45.95,25.25,5.19,0,0.5,59.19,38.44,3.78,8.64,13.9,11,30.2,0.8,Middle,7535,8.03,80.86,11.11,26.29,31.11,1.67,0,38.55,1
6037651002,Los Angeles,11.94688827,0.041,409.99,0,8868.350262,0.104,883.7540143,43.2,10.75,26.65,0.835,0,2.4,49.45,55.5,5.31,11.8,6.9,13.1,13.7,3.1,Low,4702,9.19,72.2,18.61,20.78,33.16,5.13,1.38,35.03,1
6071012200,San Bernardino,12.85088753,0.056,937.76,328.98,1014.8053180000001,0.461,526.338521,30.06,1.85,21.35,2.275,4,4.5,65.92,23.63,3.41,8.79,27.9,8.1,21.4,3,Middle,18685,5.51,82.35,12.14,36.46,25.57,13.01,0.62,18.24,0
6075025701,San Francisco,8.591138386,0.032,258.79,0.01,311.5059916,1.473,2193.179682,65.96,0.9,3,0.08,9,2.2,42.36,60.12,4.89,9.35,18.2,17.4,19,5.4,Middle,5088,10.38,70.44,19.18,27.67,10.79,1.38,0,58.95,1
6073006600,San Diego,10.09960684,0.043,312.86,0,288.6245677,0.16,1253.725799,42.17,18.4,107.3,0.685,3,0,45.6,26.48,4.69,6.6,10.9,3.6,50,18.9,High,1811,41.8,57.87,0.33,26.89,42.57,14.74,0,9.22,1
6037504001,Los Angeles,12.02293829,0.048,356.54,0,3471.129008,0.095,817.6673832,70.07,1.9,8.5,0.35,0,0,42.86,37.42,4.09,16.37,7.8,9.4,28.1,5.5,Middle,5860,9.16,80.46,10.38,34.74,42.85,1.93,0,16.35,0
6065043206,Riverside,9.112088638,0.058,607.71,0,23.78359987,0.199,2509.928464,29.52,0,0,0.75,0,0.2,38,39.25,4.84,22.64,9.7,1.5,25.4,11.3,Middle,7966,12.99,76.14,10.87,30.32,47.75,2.33,0.34,11.86,0
6037101400,Los Angeles,11.1423019,0.064,682.08,0,855.710673,0.129,2583.428727,56.21,0,2.25,0.125,6,0,46.63,24.28,5.31,11.1,9,12.5,27.1,6.1,Middle,3458,7.84,73.08,19.09,17.09,65.67,0.26,0.38,11.83,1
6065040615,Riverside,13.12439765,0.061,692.37,16.92,1205.142354,0.331,1759.658919,19.31,1,0.75,0.3,4,0.1,54.75,28.21,5.45,13.84,7.9,5.9,10.1,3.9,Middle,10810,17.31,74.08,8.61,37.69,24.29,8.8,0,20.54,0
6037432101,Los Angeles,11.86093342,0.058,589.35,0,1833.987671,0.075,483.0630794,66.47,12.9,38.95,0.12,3,0,48.68,26.46,6.33,8.13,16.2,15.8,21,4.8,Middle,4103,11.46,68.93,19.62,14.65,18.52,0.02,1,63.56,0
6059021903,Orange,12.09531097,0.048,473,0,11574.0765,0.532,4415.637345,34.56,2.4,7.5,0.465,0,2.5,55.81,31.57,6.75,12.77,9.6,4.1,8.3,2.8,Low,3825,8.81,74.46,16.73,33.57,46.59,1.33,0,15.03,1
6059110202,Orange,11.78824447,0.045,547.53,0,4107.789877,0.095,790.3346729,61.22,0.1,5,0.145,0,0.6,39.54,29.16,5.83,9.03,26.2,13.8,37.8,5.3,High,8018,14.79,69.49,15.71,39.22,26.15,3.08,1.17,26.74,1
6001406601,Alameda,9.124747969,0.029,110.41,0,452.1289978,0.237,1994.987397,83.51,0,38.25,0.06,1,0,35.78,63,4.85,7.68,26.4,17.3,46.1,6.7,High,4955,13.3,76.83,9.87,35.6,14.89,20.02,0.16,21.98,1
6037143603,Los Angeles,11.53404464,0.055,726.64,0.09,1156.937673,0.389,2388.530383,36.39,0.9,16.5,0.45,6,3,60.72,25.83,5.52,8.08,2.3,0,18.9,7.8,High,2392,6.77,80.02,13.21,7.11,74.62,2.51,0,9.62,1
6059075513,Orange,11.81996831,0.05,390.96,0,3321.733317,0.359,2550.685095,54.55,0.2,12,0.01,0,0.2,45.4,38.35,4.53,12.27,18.8,5.8,19.5,7.4,Middle,5200,11.79,79.71,8.5,56.92,17.13,1.52,0.4,19.19,0
6099002006,Stanislaus,11.4251733,0.054,891.92,0,423.581665,0.281,666.673148,22.82,0,0,0.035,4,0.3,37.37,57.38,5.79,14.59,16.1,5,31.4,8.8,Low,4681,12.5,79.15,8.35,40.21,43.69,4.83,0,9.55,1
6081610302,San Mateo,8.150236879,0.033,398.17,0,160.1249949,0.132,3349.78893,23.92,96.05,172.65,7.43,9,12.75,52.65,50.13,4.78,8.54,12,3.4,29.4,5.3,Middle,3751,12.02,80.57,7.41,39.91,39,0.83,0.32,18.72,0
6037650604,Los Angeles,11.91888586,0.041,346.7,0,9551.260254,0.41,1412.304619,46.56,0.25,22.25,0.705,0,1,49.26,27.55,4.59,10.88,8.2,26.7,29.7,3.1,Middle,5567,13.1,74.42,12.48,13.81,31.58,2.16,0.31,50.24,1
6029003124,Kern,15.7446962,0.065,528.97,0,32.3599669,0.065,798.8582457,15.77,21,0,0.675,0,0,39.68,56.49,3.22,18.92,17.9,3.6,32.2,9.8,Middle,6123,11.06,78.9,10.04,49.45,28.63,7.41,0,12.73,1
6087122500,Santa Cruz,6.057347295,0.039,495.37,11234.7,5.020813433,0.062,462.3704867,55.02,0,5.5,0.2,14,3,38.89,48.64,3.53,10.32,36.6,17.3,40.9,5.6,High,6988,16.37,76.1,7.53,79.45,15.57,0.62,0,0.7,0
